epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,35.4412,3.91776,8.79581,2.67965,0.00067,0.2,0.0004,0.00012,4.90405,12.6392,3.41222,0.0001,0.0001,0.0001
2,51.4447,5.23068,6.98511,3.17668,0.00067,0.2,0.00041,8e-05,4.31039,19.0774,3.11895,0.0001111,0.0001111,0.0001111
